branch,cgpa,internship_count,project_count,certifications_count,coding_skills_score,communication_skills_score,soft_skills_score,hackathon_participation,placement_probability
3,7.6,3,4,0,49,51,52,1,61
1,6.13,4,6,5,88,62,88,0,79
6,6.45,0,7,0,83,95,89,0,64
4,7.79,4,6,0,76,82,89,1,76
4,8.01,4,5,4,64,92,56,0,82
2,9.84,3,1,3,83,57,42,0,73
3,9.27,2,2,1,74,71,51,1,67
4,6.03,4,7,2,58,90,45,0,74
6,8.87,2,4,0,67,56,51,1,66
3,5.04,0,4,1,99,70,50,0,53
1,5.65,3,7,3,81,97,80,1,75
5,6.0,1,4,1,87,75,58,1,58
1,7.99,3,2,2,96,94,99,1,72
6,5.97,1,5,0,90,65,70,0,58
2,6.83,0,7,2,100,51,90,1,67
3,6.21,2,7,0,82,96,41,0,69
1,6.69,0,4,3,96,74,84,0,63
3,9.71,3,1,5,87,55,71,1,77
4,9.99,1,3,2,99,43,57,1,72
5,8.43,1,2,1,49,67,94,0,57
6,7.86,3,5,5,54,77,43,1,77
1,8.54,3,6,3,71,72,61,1,80
5,8.86,0,1,2,42,76,95,1,55
6,8.7,4,2,5,63,49,53,0,75
6,5.41,1,6,0,49,70,53,0,53
2,6.55,3,2,5,83,53,76,1,67
4,6.72,0,3,3,69,44,68,0,54
2,6.85,4,3,0,80,49,90,1,62
2,6.72,2,6,5,90,64,73,1,76
3,8.94,3,6,4,72,80,87,1,85
3,8.74,4,5,1,84,84,45,1,81
5,5.02,2,4,0,64,56,82,0,50
4,6.48,2,7,2,78,90,51,1,73
6,8.12,0,6,4,93,100,63,0,78
4,5.6,1,3,3,99,59,84,1,58
4,5.36,3,5,2,91,99,98,0,69
5,9.14,4,2,3,92,72,68,1,79
3,7.26,2,7,4,78,48,49,0,75
4,9.28,1,4,2,64,89,85,0,71
4,9.12,2,1,0,77,70,75,1,62
4,9.47,3,2,5,51,44,73,1,72
1,5.24,3,7,2,43,85,90,0,65
4,5.93,0,5,1,67,68,71,1,54
4,6.48,3,1,0,59,90,71,0,54
6,5.68,3,7,1,49,86,90,1,66
2,7.43,3,2,2,70,43,54,1,61
1,8.99,1,3,2,58,70,48,1,65
4,9.76,4,5,3,41,43,97,1,78
2,9.45,4,1,2,43,98,75,1,71
4,7.29,3,6,0,54,57,61,1,66
5,8.18,4,3,1,77,98,52,0,74
5,6.15,3,6,5,72,57,80,0,74
2,7.02,4,6,5,57,79,83,0,80
1,9.36,4,1,4,79,73,53,0,77
6,5.15,2,4,1,71,87,65,0,57
1,7.66,1,7,5,71,53,95,1,75
1,9.36,2,7,5,52,65,100,1,83
5,5.61,2,4,3,90,62,83,0,63
5,9.91,4,5,4,55,72,64,1,86
6,5.06,0,1,5,72,56,61,0,48
4,9.43,0,7,5,73,81,69,1,83
6,6.77,1,4,4,90,71,52,0,67
4,5.66,3,2,2,53,87,89,0,56
2,5.79,4,2,5,86,74,71,0,69
2,8.51,1,4,3,41,90,76,1,67
3,9.35,2,7,3,52,82,97,1,81
5,8.21,4,6,2,91,96,58,0,85
3,9.64,2,6,5,68,69,74,0,85
3,9.21,1,4,0,91,54,97,1,67
5,5.05,0,5,2,82,89,99,1,57
3,8.35,1,6,3,81,91,88,0,77
1,6.52,4,5,4,73,90,98,1,77
4,7.27,4,2,0,100,46,91,1,64
6,5.47,3,3,5,56,45,68,0,60
5,6.41,0,1,3,42,48,46,1,44
1,8.16,4,3,3,69,52,74,0,72
2,6.09,0,5,2,43,79,78,0,54
6,8.24,4,6,1,70,57,45,1,77
6,9.62,0,3,3,98,74,53,0,73
6,5.02,1,5,1,93,40,67,1,54
3,8.93,0,7,0,44,63,40,1,65
3,8.21,2,3,4,41,100,85,1,69
3,5.23,1,2,1,43,89,60,1,45
3,8.95,4,5,1,83,75,66,1,81
1,6.12,4,2,1,77,89,61,0,63
3,6.33,3,3,1,99,55,50,1,63
5,5.47,2,4,1,91,57,48,0,58
6,7.67,3,4,0,66,42,49,0,62
1,7.49,1,1,5,66,85,93,0,63
2,6.74,3,7,5,54,81,82,0,78
3,5.84,1,4,3,78,100,95,1,63
2,9.19,3,7,4,100,76,89,0,92
6,9.38,0,1,3,77,47,88,1,61
1,7.7,1,3,0,93,97,85,0,64
6,6.22,1,1,0,97,57,88,0,50
2,5.48,0,1,1,53,68,78,1,40
1,9.34,0,1,0,57,76,70,1,55
4,5.48,2,7,0,98,66,71,1,65
1,5.07,0,2,1,68,83,70,0,45
3,7.35,3,7,0,46,68,47,1,68
2,8.66,0,7,0,96,43,79,1,69
6,7.29,0,1,0,77,51,99,1,47
6,5.26,1,6,2,63,52,90,0,56
6,8.45,1,5,5,77,53,44,0,75
5,8.21,0,3,3,45,53,70,0,57
5,8.41,2,2,2,59,90,46,1,65
3,6.06,1,5,3,93,49,84,0,63
4,8.98,3,3,1,81,61,86,0,71
5,7.4,3,7,1,75,48,53,1,73
1,7.68,0,2,5,49,63,64,1,58
2,7.73,0,7,3,61,89,60,1,71
3,6.43,2,3,3,72,56,86,1,60
4,6.25,0,4,5,62,63,68,0,59
1,5.02,4,3,4,85,44,85,1,63
6,6.98,4,4,3,89,73,84,1,75
5,7.43,0,7,3,93,81,70,1,74
1,8.71,4,4,1,80,40,91,0,73
4,5.33,3,6,1,81,66,43,0,65
3,9.62,0,3,0,90,79,93,1,66
1,6.32,3,7,0,43,47,80,1,62
3,6.83,3,7,1,60,45,85,0,68
6,5.24,4,4,0,95,92,68,1,65
4,8.27,2,6,2,52,44,88,1,69
4,8.54,3,2,2,81,93,40,1,72
5,9.64,4,4,5,52,92,71,1,86
2,6.68,2,1,0,93,57,40,1,54
4,6.29,4,2,0,51,46,43,0,53
1,8.63,4,7,3,63,75,59,0,85
1,8.53,0,6,3,74,94,98,0,74
1,9.69,1,2,2,58,72,79,0,65
6,6.03,2,2,5,48,93,76,1,60
4,8.53,4,7,2,52,73,53,0,81
4,5.33,3,1,3,61,71,97,0,54
1,7.4,3,1,3,79,90,91,0,67
5,5.6,1,1,5,75,42,95,1,52
5,8.27,2,1,3,92,97,94,0,70
4,8.01,0,6,0,67,40,53,1,60
4,5.24,2,1,1,80,60,93,1,48
3,6.6,3,6,2,46,52,41,0,65
4,6.98,3,6,4,69,47,60,0,73
1,6.24,0,5,5,70,83,68,1,65
2,5.19,0,7,3,92,69,51,0,64
6,6.59,3,5,0,94,47,57,0,65
4,8.96,4,1,2,50,97,77,1,70
4,6.8,4,6,3,96,99,80,0,83
1,6.62,0,2,0,69,66,71,0,47
3,9.71,4,4,2,54,78,80,1,79
2,5.21,0,4,2,52,62,61,0,48
4,8.84,2,5,4,74,47,75,0,76
5,7.42,2,1,4,74,100,81,0,66
5,9.72,2,3,2,59,95,51,0,73
5,6.97,0,4,0,82,54,96,1,54
6,8.54,0,7,3,97,92,60,1,80
6,5.35,4,7,5,62,46,47,0,73
2,9.64,4,6,3,92,51,67,0,89
4,6.72,4,7,2,76,89,96,1,79
4,7.62,1,6,3,59,75,92,0,69
4,5.69,0,4,4,95,77,61,0,61
6,9.73,2,2,3,58,82,91,0,71
2,8.36,2,4,1,83,69,55,0,69
4,5.27,1,5,4,57,49,51,0,57
1,5.78,1,7,4,43,58,88,0,63
3,7.0,2,1,2,100,57,56,1,60
5,6.08,0,1,2,47,83,60,0,45
5,6.52,2,6,3,85,88,90,1,73
1,9.99,2,4,3,69,59,46,0,77
4,8.29,1,3,2,87,41,100,1,63
2,9.61,1,5,0,59,69,59,0,68
2,7.18,4,6,3,47,90,75,1,76
6,8.55,1,4,0,44,83,91,0,61
4,7.3,2,5,4,80,97,93,0,76
2,6.64,4,3,5,73,82,80,0,74
4,7.6,2,6,5,79,86,99,0,80
5,7.14,0,7,1,46,82,83,0,62
5,9.9,0,5,0,89,50,52,1,69
6,7.48,1,6,3,92,61,80,0,72
5,9.06,4,5,5,61,81,68,1,86
4,8.33,3,5,2,48,58,82,0,70
1,7.4,0,7,2,50,42,76,0,62
6,7.37,0,6,1,51,43,100,1,57
1,6.71,0,1,1,47,74,98,0,45
4,5.53,0,7,4,71,86,100,1,65
6,8.81,1,3,0,94,77,47,1,66
1,9.59,4,6,1,98,48,59,0,85
6,6.09,0,1,4,56,47,83,1,47
4,9.63,1,2,4,65,73,95,1,70
2,6.16,4,4,4,90,90,87,1,76
6,7.65,4,6,5,72,86,49,1,85
2,6.72,3,1,5,65,70,54,0,64
4,5.57,2,6,3,61,79,96,0,65
6,5.26,0,6,1,42,58,51,0,49
6,6.83,1,6,5,70,76,95,1,72
2,5.24,4,7,2,53,71,95,1,68
5,5.52,3,5,4,57,83,85,0,67
2,5.71,2,2,2,100,98,96,0,61
2,5.01,4,3,3,97,83,84,1,67
2,5.77,4,3,0,73,67,55,0,59
4,7.89,0,6,3,79,80,81,1,71
3,9.1,2,1,3,56,57,47,0,64
2,5.97,2,7,1,80,64,59,0,66
6,5.4,1,6,4,51,49,53,0,59
1,8.65,3,5,3,78,44,76,0,77
5,5.04,1,5,4,72,54,65,1,59
2,8.67,3,6,2,71,64,77,1,78
2,5.66,1,3,0,60,59,92,0,47
5,6.14,3,5,0,92,95,80,1,68
2,5.6,0,4,2,53,95,84,1,53
6,6.24,3,1,1,41,90,68,1,53
3,8.99,1,1,2,88,92,52,1,66
2,5.66,2,5,5,46,49,73,0,62
5,9.97,4,3,2,54,88,61,1,79
2,6.64,3,7,5,70,100,84,0,82
4,9.61,3,6,1,67,77,65,0,80
6,5.95,2,4,1,80,80,73,1,61
6,5.94,0,4,3,47,67,98,0,52
3,7.83,1,6,4,46,88,86,0,72
4,5.25,0,7,0,75,89,63,0,57
4,9.01,3,4,1,49,85,95,0,71
3,7.2,3,2,5,78,94,60,1,72
1,8.5,0,5,1,86,45,70,0,65
2,5.87,1,4,3,69,97,51,1,61
4,8.21,3,7,3,84,50,81,1,81
1,7.97,3,5,4,79,58,63,0,77
1,8.78,0,3,1,80,55,60,0,61
6,6.49,4,3,1,80,71,43,1,65
2,9.67,2,6,3,44,41,64,1,75
6,9.81,3,3,2,60,78,47,0,75
5,9.34,1,2,4,45,97,75,1,68
6,7.86,4,3,1,55,65,73,0,66
4,7.1,0,5,0,55,60,89,1,54
4,5.29,0,1,0,63,77,89,1,40
2,9.74,1,1,5,85,54,85,0,71
1,9.76,4,5,3,58,96,66,1,86
4,5.09,1,1,5,58,52,67,1,49
6,6.78,3,4,0,87,46,68,1,62
6,9.4,4,1,3,98,91,68,0,80
2,5.4,2,7,2,76,98,49,0,69
6,5.98,2,2,3,98,96,83,1,64
3,9.89,1,3,1,72,42,71,1,66
2,9.24,2,1,0,44,54,47,1,56
2,9.56,1,1,1,48,59,93,0,58
4,5.71,3,7,0,60,97,56,1,67
2,6.06,3,6,0,46,42,51,0,58
5,8.03,1,2,3,81,97,100,1,67
4,7.51,3,6,4,64,66,65,0,77
4,6.49,2,2,0,95,54,91,0,55
3,9.42,3,1,0,86,99,42,0,70
4,9.51,2,4,5,60,42,81,1,76
1,6.46,2,1,4,83,67,50,0,60
6,5.78,0,4,1,52,86,53,1,50
6,5.75,3,6,0,89,40,46,1,63
2,7.42,3,7,3,60,92,65,1,79
3,5.66,1,3,4,49,59,76,1,53
6,7.37,1,5,4,63,50,72,0,66
1,7.31,4,3,5,66,64,83,0,73
3,9.42,2,1,0,72,43,87,0,60
5,6.48,0,1,1,65,58,71,0,45
6,7.8,2,4,1,75,93,77,1,68
4,8.72,3,2,2,56,99,59,0,70
1,7.98,4,6,2,60,67,49,0,77
1,9.77,2,6,3,84,49,54,1,82
6,8.01,4,6,5,41,98,54,1,83
2,9.51,2,4,0,54,60,45,1,67
5,6.23,3,2,1,83,75,94,1,60
4,7.8,3,2,2,41,55,64,1,60
5,7.72,2,7,0,46,72,40,0,67
5,9.95,0,2,5,75,98,45,1,74
6,6.02,3,2,0,85,84,52,0,58
4,5.7,1,1,1,89,90,50,1,52
6,8.06,0,5,0,82,85,63,0,64
6,6.12,2,6,4,71,52,59,1,68
2,8.2,0,5,2,42,68,65,0,61
1,9.86,1,3,3,42,43,64,0,65
2,9.73,3,3,2,89,81,91,1,79
2,6.16,3,3,0,94,66,91,1,61
6,5.85,3,4,4,72,47,51,0,65
2,7.8,1,3,2,84,80,85,1,65
2,7.93,0,6,1,64,85,48,1,65
3,8.31,2,7,4,76,47,84,0,79
4,8.71,2,3,5,75,64,75,0,74
1,8.0,0,3,2,74,65,48,1,60
4,5.56,3,7,0,58,40,72,0,60
1,8.95,2,1,1,84,82,79,0,66
3,5.4,3,3,0,87,87,73,1,59
6,5.1,4,7,5,58,72,63,1,74
1,8.85,4,5,0,72,58,92,1,75
1,7.74,2,1,5,57,100,84,1,67
1,8.49,0,2,1,66,59,84,1,56
3,6.91,0,4,4,69,57,72,1,60
4,5.06,0,1,2,70,65,72,1,43
3,6.66,3,1,4,78,78,68,1,64
1,8.04,4,5,5,42,48,77,1,76
2,6.13,3,7,1,61,66,87,0,67
1,8.44,1,6,5,91,45,88,0,78
2,8.97,1,6,2,49,59,52,0,70
6,7.27,2,3,1,92,77,57,1,65
3,9.38,1,2,3,47,40,98,0,61
2,9.27,0,7,3,73,77,74,0,78
3,9.39,2,5,4,81,55,86,1,80
5,8.31,4,7,1,92,43,98,1,81
4,6.52,4,7,2,57,42,98,0,71
5,7.41,1,5,4,51,61,41,1,66
2,8.55,1,1,3,85,48,64,1,62
5,6.05,4,2,3,96,95,97,0,70
4,8.69,1,7,3,71,95,99,1,80
2,7.74,1,5,4,41,96,45,0,69
6,5.48,3,6,2,56,93,64,0,66
6,7.79,4,4,3,91,47,92,1,76
4,5.33,4,7,4,51,46,59,1,70
4,5.07,1,4,4,46,51,99,0,52
2,9.45,0,5,0,54,40,53,0,61
3,7.45,3,1,0,41,93,89,1,56
2,7.72,0,7,5,66,51,43,0,72
3,6.4,1,4,2,65,55,47,1,57
3,7.71,4,1,3,64,53,73,0,65
3,5.84,0,3,0,51,69,67,1,44
2,8.73,2,3,2,56,82,95,0,68
1,9.12,0,7,0,40,91,41,1,68
1,9.28,4,1,3,70,58,56,1,72
6,5.53,1,5,4,79,58,43,1,62
1,7.79,0,3,3,44,52,94,0,55
1,9.04,1,6,0,67,83,87,1,71
3,5.64,3,7,3,67,49,73,0,69
3,5.5,2,7,4,96,86,66,0,75
4,9.08,4,3,1,47,100,58,1,73
3,8.98,4,6,4,93,68,67,1,90
2,7.24,1,4,0,91,67,77,0,61
4,5.55,2,5,4,53,52,73,0,61
4,7.58,4,1,5,45,84,71,0,69
1,6.97,0,3,2,57,95,80,0,56
3,7.59,4,7,3,76,54,70,1,81
1,7.2,0,5,5,49,56,45,0,63
3,7.84,4,3,1,86,62,45,1,70
1,8.64,0,4,1,74,82,67,1,64
1,8.87,3,5,3,74,49,47,0,77
1,8.24,1,2,3,56,75,40,0,62
2,5.99,3,7,2,85,88,55,0,74
6,6.99,0,4,4,66,53,81,0,60
1,5.36,1,1,1,63,71,58,0,45
5,7.26,2,5,0,49,73,57,0,61
5,9.85,0,6,3,90,70,69,1,79
5,8.21,4,3,3,87,78,55,1,78
2,5.77,4,6,5,56,71,72,0,74
4,6.34,2,5,5,91,55,98,0,72
1,5.32,3,1,5,84,65,67,0,61
5,5.91,0,6,1,72,56,86,0,56
2,7.44,4,6,5,72,61,55,0,82
4,6.72,1,6,3,56,75,50,1,65
5,6.02,2,7,1,57,74,45,1,64
3,5.73,3,5,0,99,62,53,1,64
6,8.28,3,3,0,88,64,87,0,68
1,7.79,1,7,1,83,44,75,0,69
6,9.21,1,6,3,77,45,61,0,75
6,5.92,2,4,2,46,94,79,1,59
3,9.24,1,4,2,88,65,62,0,72
3,7.89,4,3,4,65,100,70,0,77
3,6.33,3,7,2,87,99,67,1,77
4,6.37,1,2,5,40,77,58,0,56
5,6.95,0,2,3,50,45,90,1,50
1,7.3,1,4,2,49,58,61,1,58
3,5.41,3,6,4,70,82,40,0,71
2,9.21,4,1,0,64,58,42,0,65
1,5.61,1,5,1,96,85,47,0,62
1,7.42,4,7,2,40,86,52,1,76
1,6.91,0,3,1,82,70,90,1,55
3,7.56,3,1,1,95,76,40,1,64
3,9.44,2,7,5,42,62,68,0,82
5,9.95,3,6,5,94,51,52,1,91
3,5.1,2,5,0,87,52,81,0,56
3,6.97,2,7,4,40,61,68,1,70
1,9.09,3,4,3,46,89,69,1,76
5,6.63,2,7,3,82,42,55,1,71
6,8.25,4,3,3,88,51,99,0,75
3,9.96,0,1,4,90,76,80,0,70
2,8.23,1,5,5,99,70,73,1,79
3,5.56,2,4,4,53,52,94,0,58
6,9.21,2,4,4,62,62,79,0,75
1,9.83,3,5,2,87,100,42,0,86
5,8.56,4,2,1,56,52,68,1,65
1,7.1,1,7,4,53,45,69,1,68
4,9.74,2,7,4,48,100,94,0,86
3,9.84,4,2,2,60,87,97,1,76
2,9.68,1,5,1,84,97,91,0,77
4,7.06,3,5,5,41,42,73,1,69
3,8.95,2,5,5,91,46,43,0,81
4,8.27,3,4,3,71,92,87,0,76
6,5.9,3,6,0,47,49,47,1,58
3,7.68,2,7,4,75,70,86,0,79
2,8.74,4,6,4,65,43,87,0,82
3,9.48,4,7,0,76,83,57,0,85
4,9.31,3,3,4,54,45,61,0,73
5,5.77,3,4,5,73,57,49,0,67
4,7.44,0,7,4,60,46,90,0,67
3,7.39,1,4,4,62,73,53,1,66
3,9.49,3,2,0,48,62,90,1,64
5,5.01,3,5,5,79,47,93,1,67
1,8.69,1,4,2,65,89,85,0,69
5,8.09,2,4,2,82,63,70,1,69
1,9.61,4,5,0,61,67,74,0,77
2,7.28,2,6,2,52,84,85,0,69
3,8.29,1,3,3,64,94,41,0,67
6,9.86,1,2,3,46,42,100,1,63
6,8.72,0,1,5,90,52,41,0,65
4,5.34,0,6,0,66,78,74,1,53
5,5.84,4,4,1,54,72,73,0,61
5,9.11,3,3,5,51,89,68,1,78
6,6.67,1,1,4,84,92,45,0,61
1,8.53,0,7,1,72,55,43,0,68
5,8.5,2,6,4,60,50,40,1,75
1,9.97,0,7,5,64,68,74,0,82
1,7.35,2,6,2,79,64,87,1,71
1,8.69,0,5,2,86,56,86,1,68
1,5.24,2,1,3,61,76,65,0,51
4,7.31,0,5,1,100,45,68,1,62
4,5.93,0,7,0,53,85,50,1,56
6,9.2,4,6,4,47,53,90,0,82
4,9.2,3,6,2,63,58,43,0,78
2,6.18,1,6,5,42,76,61,1,65
5,6.59,3,3,4,51,89,72,0,66
2,8.51,4,6,0,86,82,73,0,80
4,8.69,2,1,4,61,95,70,0,68
5,8.29,3,2,3,55,51,49,0,65
5,9.98,1,3,0,46,58,74,1,62
1,9.34,1,1,0,57,60,92,0,56
6,7.09,2,4,4,84,68,98,0,70
1,6.63,1,1,4,98,67,67,1,60
1,7.98,4,7,2,62,56,62,1,79
2,9.09,3,1,4,65,92,88,1,73
4,7.38,1,2,0,77,88,51,1,57
2,8.69,3,3,5,41,96,68,1,75
4,5.1,0,4,4,41,41,41,1,48
2,9.63,3,6,5,61,45,52,1,84
5,8.87,2,3,5,90,64,75,1,77
4,6.97,4,3,2,77,58,86,0,67
4,6.92,1,4,1,96,45,65,0,60
2,5.51,4,7,5,81,40,56,0,76
3,9.08,3,4,3,67,85,82,0,78
5,8.84,1,2,5,56,94,72,1,70
5,8.15,4,7,0,90,73,98,1,81
3,5.51,2,5,2,87,60,96,1,62
2,6.31,0,2,3,57,60,61,0,50
2,7.29,0,7,4,98,83,41,1,76
5,6.33,2,7,5,90,88,49,1,79
2,7.17,0,6,4,41,66,78,0,63
6,6.13,2,4,1,74,62,65,0,59
6,6.75,3,1,4,54,75,69,1,61
3,8.26,2,1,3,54,75,61,0,62
4,9.46,0,3,2,83,71,50,0,67
6,6.93,3,3,1,91,78,61,0,66
2,8.46,2,5,3,84,97,63,1,79
3,5.67,2,7,2,94,84,97,1,71
6,7.7,3,5,3,73,56,68,0,73
1,9.61,1,5,4,89,53,90,1,79
3,5.14,0,5,3,54,61,49,0,52
5,6.34,1,1,1,57,56,73,1,46
6,5.66,3,7,3,52,68,85,0,68
5,7.67,3,4,0,77,87,64,0,68
3,8.4,4,6,4,47,87,60,1,83
6,5.29,4,6,3,55,77,100,0,69
5,5.35,3,5,2,59,65,93,1,61
4,9.35,4,7,4,99,70,98,1,95
4,7.28,2,2,5,65,73,78,0,66
1,7.31,1,6,2,74,97,52,1,71
2,9.72,3,5,1,96,66,41,0,82
3,6.6,2,1,5,56,56,98,1,58
2,9.49,0,3,5,65,95,45,1,73
2,9.87,0,2,5,57,62,99,0,68
5,6.21,4,5,0,83,73,40,0,68
1,7.57,4,1,3,46,57,96,1,62
3,7.67,2,3,4,83,60,67,0,69
4,9.33,0,5,3,74,59,61,1,71
2,6.52,3,1,3,51,71,50,1,57
5,8.99,1,1,4,96,51,78,0,68
2,9.86,4,4,5,86,43,99,0,87
6,9.2,2,1,5,88,48,44,1,72
4,9.55,4,5,0,83,50,57,1,78
2,8.54,2,7,0,80,88,59,1,77
6,9.52,0,1,1,93,69,51,0,62
6,5.82,4,2,4,40,84,60,1,61
5,8.56,2,1,4,64,65,66,1,65
5,8.66,2,1,2,55,96,97,1,64
6,7.2,4,6,2,96,71,89,0,80
1,5.4,1,2,2,100,67,80,0,54
2,8.11,3,5,0,97,90,73,0,76
6,5.26,0,3,1,54,79,57,1,46
6,6.91,4,4,1,50,76,73,1,65
5,6.97,4,6,5,76,81,41,0,83
2,9.99,1,3,3,78,86,92,1,75
3,6.5,0,5,1,42,90,53,1,55
4,9.1,4,5,2,84,96,78,1,85
5,5.27,1,6,4,95,80,40,0,68
2,7.65,3,2,3,84,55,67,0,67
2,7.68,2,3,5,90,87,80,1,75
1,8.14,3,1,0,81,47,66,0,60
4,9.05,3,2,1,78,42,69,0,67
5,8.81,3,2,5,59,42,61,0,71
5,8.81,3,4,4,92,49,51,0,79
3,7.16,2,2,2,62,51,40,1,57
1,8.64,0,3,0,54,54,72,1,54
1,7.46,0,5,0,57,86,80,1,58
2,5.33,1,6,1,91,66,87,1,60
2,9.45,1,4,4,78,97,96,0,79
5,9.45,4,6,2,74,90,88,1,87
3,6.61,3,6,2,68,85,40,0,72
5,9.57,3,1,2,59,50,44,1,66
6,8.79,2,7,2,81,45,87,0,78
2,7.0,3,3,1,54,51,44,1,58
6,6.66,2,1,5,71,57,46,0,60
3,9.88,4,7,5,51,64,59,1,91
5,8.56,1,7,5,87,73,65,1,83
2,6.89,1,2,1,95,65,88,0,57
3,8.21,4,3,4,90,63,45,0,78
5,7.86,4,6,3,51,97,65,1,80
5,7.62,3,7,1,64,55,100,1,73
6,8.22,1,4,2,92,75,42,0,70
4,7.69,0,6,5,73,75,78,1,73
1,8.27,4,4,5,47,60,53,0,77
2,9.54,1,1,4,97,69,88,0,72
1,9.97,1,5,2,63,88,53,0,76
3,8.55,2,7,1,84,59,59,1,77
1,9.64,1,6,5,100,93,97,1,89
6,9.29,4,4,4,40,99,83,0,81
4,6.48,3,1,2,64,81,48,1,58
2,9.66,1,5,5,73,89,97,0,82
5,5.35,0,3,3,53,98,45,0,52
5,6.65,4,4,0,75,58,41,0,64
6,8.2,3,4,0,45,50,77,0,62
2,7.63,3,6,5,84,53,80,1,81
1,7.71,4,6,2,48,75,82,0,75
5,8.97,3,1,5,87,55,72,1,74
1,5.97,0,4,0,40,42,83,0,43
6,9.91,1,7,5,48,96,44,0,85
5,7.19,4,1,5,63,61,52,1,67
3,9.75,1,4,3,99,82,95,0,79
4,6.92,1,1,5,78,44,54,1,58
1,8.01,3,7,3,57,92,84,1,81
2,7.25,4,7,2,87,41,94,0,78
1,8.38,1,4,3,78,51,97,1,68
1,5.92,2,3,0,57,84,73,0,53
1,7.0,0,6,2,80,96,95,0,67
6,5.34,3,3,5,67,41,48,0,61
6,7.99,4,7,0,91,76,65,1,81
2,9.81,4,1,3,41,94,69,0,74
6,5.23,3,7,3,76,58,95,1,69
2,8.3,1,3,4,80,100,99,0,72
2,8.88,3,1,1,75,63,61,0,65
6,6.07,4,6,5,87,44,64,1,77
5,6.37,2,7,1,92,65,79,0,70
6,6.01,1,1,2,63,67,43,1,49
5,6.49,3,6,0,74,74,100,1,67
3,5.55,4,2,1,45,58,86,0,53
6,6.85,4,3,2,56,70,67,1,65
3,6.84,4,2,3,69,58,93,1,65
6,9.04,2,7,1,90,82,76,1,82
3,9.0,1,6,0,47,83,49,0,68
4,8.98,3,6,4,81,58,48,0,84
3,7.84,1,2,4,49,59,98,0,59
5,6.63,4,7,1,55,81,75,0,73
1,7.05,2,6,4,77,56,40,1,73
2,6.59,2,4,2,65,51,69,1,60
3,7.91,4,1,5,70,74,50,0,73
1,9.69,1,5,0,91,65,64,0,73
4,6.42,1,2,3,99,97,50,1,63
4,7.29,2,4,0,47,92,80,1,60
5,8.28,0,3,3,100,100,94,1,70
5,9.22,2,5,4,74,47,44,1,78
3,6.27,2,6,2,73,79,66,0,68
6,6.4,3,1,3,49,64,62,1,56
4,9.43,2,4,4,79,64,96,1,78
1,5.4,0,5,3,83,84,58,0,60
6,8.03,2,1,1,91,61,92,1,61
4,9.3,1,1,0,51,52,42,0,54
3,9.61,3,5,5,80,81,47,0,88
4,5.06,3,4,5,66,54,87,0,63
5,6.85,2,6,2,58,62,98,1,66
1,6.29,3,5,4,96,67,88,1,74
1,7.84,3,2,2,65,87,75,0,66
5,8.16,2,1,0,93,52,94,0,59
6,10.0,0,3,5,54,71,54,1,71
5,7.56,2,6,3,70,50,52,1,71
1,7.76,1,7,3,85,83,69,1,77
3,7.07,4,7,2,76,53,80,1,77
6,5.74,0,5,3,100,91,49,0,64
2,6.52,2,5,3,57,74,98,1,65
4,6.23,0,1,3,68,86,73,1,51
2,9.01,4,1,1,83,82,69,1,72
3,7.73,3,5,4,66,74,64,0,76
2,6.48,3,7,4,77,89,45,1,79
6,7.45,4,3,5,59,79,94,0,74
1,6.09,3,1,0,60,62,91,0,50
1,5.93,0,1,3,68,79,76,0,49
3,9.3,3,2,2,82,52,56,1,71
2,9.72,4,4,3,54,45,75,0,78
6,5.4,4,2,0,61,68,79,0,53
4,8.82,4,3,3,62,81,71,0,77
2,7.27,1,7,1,43,54,61,1,62
2,6.94,0,4,0,98,99,94,0,61
4,8.45,4,7,4,63,97,72,0,89
5,6.33,0,5,4,53,44,94,1,57
3,5.1,1,7,1,76,72,61,0,60
6,6.07,0,3,4,94,79,75,0,61
3,5.92,2,3,5,93,41,57,0,64
4,5.17,1,2,1,98,72,67,1,51
6,6.61,1,4,4,98,64,52,1,67
1,7.37,3,3,4,60,98,57,0,71
1,8.68,4,4,5,94,66,62,1,86
6,6.63,1,7,3,82,95,74,1,73
3,5.97,0,6,0,91,98,57,0,61
3,6.15,2,7,4,78,87,49,0,75
1,9.46,0,5,0,52,64,90,0,63
1,6.02,0,4,0,58,44,97,0,46
4,9.4,2,2,4,95,90,41,0,78
6,7.24,3,7,0,65,82,53,0,72
3,9.67,4,2,5,75,79,71,0,83
4,7.04,1,3,1,91,43,98,1,57
3,5.89,4,4,5,83,53,69,0,72
1,7.75,3,7,2,85,56,58,0,78
6,7.94,2,2,1,72,80,44,1,62
5,8.18,4,1,4,79,66,97,0,72
6,7.06,0,2,1,55,75,87,0,50
2,5.24,1,5,5,92,99,71,0,69
5,8.13,1,1,2,96,73,97,0,62
4,9.67,3,4,1,58,49,49,0,72
5,9.79,3,6,0,76,90,44,0,82
5,7.98,2,3,4,53,61,53,1,66
4,5.1,3,1,0,83,80,78,1,51
6,5.53,4,2,0,83,61,81,1,56
4,9.17,1,7,4,69,67,82,1,81
2,9.15,2,7,4,70,87,58,0,85
1,9.73,3,3,3,59,99,50,1,79
1,7.82,0,6,2,83,59,74,0,67
5,9.32,1,6,0,82,88,78,0,75
4,9.12,2,3,5,86,41,85,1,75
